id,name,cityName,stateCode,postalCodeNumber,address,phoneNumber,websiteUrl,orgPackageTypeName,scraped_metro,latitude,longitude,companyPageUrl,logoUrl,google_rating,google_review_count,google_address
144092,Mika & Sons LLC Art And Antiques,Sarasota,FL,34231,,(941) 303-7857,,Basic,Sarasota / Bradenton,27.255856,-82.517414,,https://picturescdn.estatesales.net/orglogos/144092/637378601836847842.jpg,5,3,"6541 Superior Ave, Sarasota, FL 34231, USA"
25271,"Gulf Waters Estate Sales, LLC",Sarasota,FL,34231,2296 Roselawn Circle,(941) 993-8786,,Basic,Sarasota / Bradenton,27.255856,-82.517414,,,5,3,"325 Donaldson St, Statesboro, GA 30458, USA"
10574,Designed Events & Interiors,Indialantic,FL,32903,,(321) 431-4145,http://www.eventsinteriors.com,Basic,Melbourne,28.107708,-80.580642,,https://picturescdn.estatesales.net/orglogos/10574/637247459525144897.jpg,5,3,"2004 Vernon Pl, Melbourne, FL 32901, USA"
170657,Complete Estate Solutions,Melbourne Beach,FL,32951,,(321) 750-5233,http://www.completeestatesolutions.net,Silver,Melbourne,27.967052,-80.509795,/companies/FL/Melbourne-Beach/32951/170657,https://picturescdn.estatesales.net/orglogos/170657/638997699943921795.jpg,5,3,"502 Harland Ave, Melbourne Beach, FL 32951, USA"
169601,Orange Blossom Estate Sales LLC,Merritt Island,FL,32952,,(321) 291-3161,,Basic,Melbourne,28.275615,-80.656562,,https://picturescdn.estatesales.net/orglogos/169601/638939282567358582.jpg,5,3,"310 E Anderson St Unit A, Orlando, FL 32801, USA"
147149,The Posh Peacock,Winter Park,FL,32792,,(407) 818-0082,,Gold,Orlando,28.608664,-81.298946,/companies/FL/Winter-Park/32792/147149,https://picturescdn.estatesales.net/orglogos/147149/638922007929833796.jpg,5,3,"227 Midland Ave #16A, Basalt, CO 81621, USA"
130865,Wildwood Auctions & Estate Services,Lake Panasoffkee,FL,33538,453 COUNTY ROAD 470,(352) 461-0535,http://www.wildwoodauctions.com,Basic,Homosassa Springs / Inverness / Crystal River,28.852702,-82.203938,,https://picturescdn.estatesales.net/orglogos/130865/636233933404421630.jpg,5,3,"453 County Rd 470, Lake Panasoffkee, FL 33538, USA"
132059,Elrod Auctions,Green Cove Springs,FL,32043,,(904) 699-6764,,Basic,Palatka,29.942877,-81.739286,,https://picturescdn.estatesales.net/orglogos/132059/636325363973315126.jpg,5,3,"3936 Jennifer Ln, Green Cove Springs, FL 32043, USA"
151361,Elrod Auctions,Penney Farms,FL,32079,PO Box 637,(904) 669-8501,http://www.elrodauctions.com,Silver,Palatka,29.979898,-81.808606,/companies/FL/Penney-Farms/32079/151361,https://picturescdn.estatesales.net/orglogos/151361/638909596806698137.jpg,5,3,"3936 Jennifer Ln, Green Cove Springs, FL 32043, USA"
4571,"Cotton & Associates, Inc.",Pensacola,FL,32591,PO Box 12007,(850) 380-7413,http://www.Cotton-Auctions.com,Basic,Pensacola,30.4213,-87.2168,,https://picturescdn.estatesales.net/orglogos/4571/638984007291528709.jpg,5,3,"2106 W Lakeview Ave, Pensacola, FL 32505, USA"
140099,Everything But The Cat,Fort Lauderdale,FL,33334,3213 N Dixie hwy,(954) 530-6798,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.18409,-80.134724,,https://picturescdn.estatesales.net/orglogos/140099/636989044925964520.jpg,5,2,"3213 N Dixie Hwy, Fort Lauderdale, FL 33334, USA"
144725,The William Wright Collection,West Palm Beach,FL,33405,"3709 South Dixie Highway, B & C",(561) 312-2827,,Bronze,Miami / Fort Lauderdale / West Palm Beach,26.667478,-80.059131,/companies/FL/West-Palm-Beach/33405/144725,https://picturescdn.estatesales.net/orglogos/144725/637433852848352145.jpg,5,2,"3709 S Dixie Hwy, West Palm Beach, FL 33405, USA"
161942,Show Pony,West Palm Beach,FL,33401,,(917) 455-9307,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.719692,-80.069451,,,5,2,"5011 S Dixie Hwy, West Palm Beach, FL 33405, USA"
162062,Live Edge Table Shop,Miami,FL,33172,,(305) 332-1525,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.789886,-80.361262,,,5,2,"1905 NW 93rd Ave, Doral, FL 33172, USA"
10244,Mullins Appraisal Service,Lehigh Acres,FL,33973,4697 Fairloop Run,(540) 661-2004,,Basic,Fort Myers / Cape Coral,26.59767,-81.735454,,,5,2,"2217 Jones Ln, Wilmington, DE 19810, USA"
170183,Florida Estate Sales & Antiquities LLC,Venice,FL,34293,,(423) 227-9976,https://flestatesalesllc.com,Gold,Punta Gorda,27.041813,-82.350172,/companies/FL/Venice/34293/170183,https://picturescdn.estatesales.net/orglogos/170183/638971802052098657.jpg,5,2,"1178 Clark St, Englewood, FL 34224, USA"
34514,Estate Sales Specialists,Englewood,FL,34223,North Beach Rd.,(941) 475-6273,,Basic,Punta Gorda,26.978678,-82.366384,,,5,2,"1178 Clark St, Englewood, FL 34224, USA"
20840,Florida Estate Pickers,Palm City,FL,34990,3355 SW 42nd Ave #C,(772) 283-9806,,Basic,Port St. Lucie / Fort Pierce,27.098008,-80.319316,,,5,2,"1178 Clark St, Englewood, FL 34224, USA"
28646,Your Treasure House,Sarasota,FL,34238,8201 South Tamiami Trail # 13 Sarasota Fl,(941) 812-0588,http://www.manateeauctions.com,Basic,Sarasota / Bradenton,27.218566,-82.468255,,,5,2,"8201 S Tamiami Trl, Sarasota, FL 34238, USA"
143345,Summer Home & Garden,Sarasota,FL,34236,,(941) 306-7193,,Basic,Sarasota / Bradenton,27.326394,-82.559301,,,5,2,"1534 Fruitville Rd, Sarasota, FL 34236, USA"
140648,"Estate Sales Of West Florida, LLC",Riverview,FL,33578,8513 Grand Aspen Way,(813) 340-8836,http://www.EstateSalesWFL.com,Basic,Tampa / St. Petersburg,27.848004,-82.342386,,https://picturescdn.estatesales.net/orglogos/140648/637040666383664046.jpg,5,2,"1178 Clark St, Englewood, FL 34224, USA"
168569,Be Our Guest Estate Sales,Clermont,FL,34711,,(801) 400-8924,https://bogestatesales.com/,Gold,Tampa / St. Petersburg,28.519622,-81.748256,/companies/FL/Clermont/34711/168569,https://picturescdn.estatesales.net/orglogos/168569/638883144228932803.jpg,5,2,"2640 Oneida Loop, Kissimmee, FL 34747, USA"
138056,Irina's Art Gallery Llc.,Holiday,FL,34691,,(215) 816-8132,,Basic,Tampa / St. Petersburg,28.20031,-82.769283,,,5,2,"6857 NE 3rd Ave, Miami, FL 33138, USA"
166187,Gentle Touch Estate Sales,Apollo Beach,FL,33572,316 SENECA FALLS DR,(813) 812-0780,https://gentletouchestatesales.com/,Bronze,Tampa / St. Petersburg,27.764182,-82.400958,/companies/FL/Apollo-Beach/33572/166187,https://picturescdn.estatesales.net/orglogos/166187/638745519548529856.jpg,5,2,"316 Seneca Falls Dr, Apollo Beach, FL 33572, USA"
171359,Thunder Promotions LLC,Lakeland,FL,33812,,,,Silver,Lakeland / Winter Haven,27.97743,-81.886486,/companies/FL/Lakeland/33812/171359,https://picturescdn.estatesales.net/orglogos/171359/639054606946103889.jpg,5,2,"812 Weaver St SW, Canton, OH 44706, USA"
156116,J&a Professional Services,Eustis,FL,32726,,(317) 459-2741,,Basic,Orlando,28.860025,-81.694352,,,5,2,"4300 N University Dr c102, Lauderhill, FL 33351, USA"
138014,Stepp Above Estate Sales,Winter Garden,FL,34787,,(407) 697-3401,,Basic,Orlando,28.477579,-81.634501,,https://picturescdn.estatesales.net/orglogos/138014/637267391197905981.jpg,5,2,"673 Beville Rd, South Daytona, FL 32119, USA"
148283,Vintage Flair,Leesburg,FL,34788,,(352) 214-5125,,Basic,Orlando,28.884399,-81.794694,,,5,2,"412 North 11th St, Phoenix, AZ 85006, USA"
158090,Heritage Home Transitions,Ormond Beach,FL,32176,1051 Ocean Shore Blvd,(386) 871-4454,http://www.heritagehometransitions.com,Bronze,Orlando,29.346048,-81.067604,/companies/FL/Ormond-Beach/32176/158090,https://picturescdn.estatesales.net/orglogos/158090/638379204334211056.jpg,5,2,"1051 Ocean Shore Blvd, Ormond Beach, FL 32176, USA"
138143,Consider It Sold,Inverness,FL,34453,,(352) 697-1778,,Basic,Homosassa Springs / Inverness / Crystal River,28.873786,-82.337995,,https://picturescdn.estatesales.net/orglogos/138143/637149789140306944.jpg,5,2,"6366 E Mockingbird Ln, Inverness, FL 34452, USA"
165416,Consider It Sold By GWE,Inverness,FL,34452,,(352) 533-1577,https://floridasonlineauctions.com/marketplace/consider-it-sold-by-gwe,Basic,Homosassa Springs / Inverness / Crystal River,28.77649,-82.394286,,https://picturescdn.estatesales.net/orglogos/165416/638675958899812759.jpg,5,2,"6366 E Mockingbird Ln, Inverness, FL 34452, USA"
169934,A Step Above Estate Sale Solutions,Daytona Beach,FL,32119,,(386) 631-8714,https://astepaboveestatesalesolutions.com/,Bronze,Daytona Beach,29.156645,-81.03219,/companies/FL/Daytona-Beach/32119/169934,https://picturescdn.estatesales.net/orglogos/169934/638958748956357444.jpg,5,2,"673 Beville Rd, South Daytona, FL 32119, USA"
162686,Second Life Estate Services,Newberry,FL,32669,100 SW 266 ST,(352) 731-3566,https://secondlifeestate.com/,Basic,Gainesville,29.631327,-82.581421,,https://picturescdn.estatesales.net/orglogos/162686/638514050955278215.jpg,5,2,"100 SW 266th St, Newberry, FL 32669, USA"
163214,La Vie En Rose Antiques And Estate Sales Services,Jacksonville,FL,32205,,(904) 563-6380,,Basic,Jacksonville,30.302092,-81.730071,,https://picturescdn.estatesales.net/orglogos/163214/638543044511204302.jpg,5,2,"2762 Park St, Jacksonville, FL 32205, USA"
134399,Miami Estate Sales By Norma,Hialeah,FL,33012,4208 w 16 ave,(305) 733-4177,http://www.miamiestatesalesbynorma.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.865987,-80.302736,,https://picturescdn.estatesales.net/orglogos/134399/636556166757571762.jpg,5,1,"14160 Palmetto Frontage Rd STE 32, Miami Lakes, FL 33016, USA"
142862,Omni Auction Corp,Miami,FL,33186,,(954) 274-2451,https://coin-buyer-near-me.com/en,Basic,Miami / Fort Lauderdale / West Palm Beach,25.656028,-80.414856,,https://picturescdn.estatesales.net/orglogos/142862/637280948076017777.jpg,5,1,"507 N Federal Hwy, Hallandale Beach, FL 33009, USA"
146156,White Hound Ventures LLC,Pompano Beach,FL,33063,6574 N State Road 7,(954) 895-2786,http://www.whitehoundventures.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.252183,-80.209765,,https://picturescdn.estatesales.net/orglogos/146156/637565442180982372.jpg,5,1,"1671 NW 144th Terrace STE 109, Sunrise, FL 33323, USA"
160979,Wensly Auctions,Miami,FL,33172,,(786) 216-3090,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.789886,-80.361262,,,5,1,"8200 NW 41st St #175, Doral, FL 33166, USA"
36482,China Bay Trading Company,Miami,FL,33137,437 ne 29th street #205,(786) 487-2388,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.81439,-80.178205,,,5,1,"221 NW 51st St, Miami, FL 33127, USA"
28886,Landmark Art Gallery Of Dania Beach,Dania,FL,33004,25 North Federal Highway,(954) 922-2830,http://landmarkartgallery.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.063048,-80.137732,,,5,1,"25 N Federal Hwy, Dania Beach, FL 33004, USA"
160319,A Timeless Treasure LLC,Lake Worth,FL,33460,,(561) 876-3219,http://www.atimelesstreasure.com,Basic,Miami / Fort Lauderdale / West Palm Beach,26.61987,-80.058928,,,5,1,"514 Northwood Rd, West Palm Beach, FL 33407, USA"
139253,Omni Auction Corp,Hallandale,FL,33009,507 North Federal Hwy,(305) 494-6793,https://www.invaluable.com/auction-house/omni-auction-corp-52yphfit3o,Basic,Miami / Fort Lauderdale / West Palm Beach,25.977272,-80.150346,,https://picturescdn.estatesales.net/orglogos/139253/637516044259484155.jpg,5,1,"507 N Federal Hwy, Hallandale Beach, FL 33009, USA"
37514,James & Jeffrey Estate Sales,West Palm Beach,FL,33405,5704 Georgia Ave.,(561) 832-1760,https://jamesandjeffrey.com/,Basic,Miami / Fort Lauderdale / West Palm Beach,26.667478,-80.059131,,https://picturescdn.estatesales.net/orglogos/37514/636162098098363178.jpg,5,1,"5704 Georgia Ave, West Palm Beach, FL 33405, USA"
166355,Family Nest Estates Of Sw Florida,Fort Myers,FL,33905,6391 Neal Rd,(239) 443-4653,http://www.familynestestates.com/FtMyers,Basic,Fort Myers / Cape Coral,26.669151,-81.755788,,https://picturescdn.estatesales.net/orglogos/166355/638760931234342392.jpg,5,1,"105 Towne Lake Pkwy Suite E, Woodstock, GA 30188, USA"
20438,Fort Myers Estate Sales,Fort Myers,FL,33907,1735 Brantley Road,(239) 223-3423,http://fortmyersestatesales.com,Basic,Fort Myers / Cape Coral,26.559056,-81.873038,,,5,1,"1735 Brantley Rd #911, Fort Myers, FL 33907, USA"
142505,Associate Auctions,Stuart,FL,34994,712 SE Dixie Highway,(772) 263-1565,http://www.stuartdowntownauction.com,Basic,Port St. Lucie / Fort Pierce,27.201881,-80.258428,,https://picturescdn.estatesales.net/orglogos/142505/637537510803966763.jpg,5,1,"555 S Colorado Ave, Stuart, FL 34994, USA"
5564,Ruftop Estate Sales,Cocoa,FL,32927,7137 Carillon Ave,(321) 536-4126,http://www.ruftopestatesales.com,Gold,Sebastian / Vero Beach,28.471902,-80.817302,/companies/FL/Cocoa/32927/5564,https://picturescdn.estatesales.net/orglogos/5564/638116354098669098.jpg,5,1,"7137 Carillon Ave, Cocoa, FL 32927, USA"
155537,Midcoast Estate Sales,Palm Bay,FL,32909,,(321) 243-7070,http://midcoast-estatesales.com/,Silver,Sebastian / Vero Beach,27.910836,-80.657419,/companies/FL/Palm-Bay/32909/155537,https://picturescdn.estatesales.net/orglogos/155537/638282368680495715.jpeg,5,1,"140 Tomahawk Dr MO6, Indian Harbour Beach, FL 32937, USA"
17522,Patricia Starr Estate Sales,Largo,FL,33770,801 W Bay Drive Suite 497,(727) 421-4254,http://EstateSalesStPete.com,Basic,Tampa / St. Petersburg,27.91632,-82.802949,,,5,1,"801 W Bay Dr, Largo, FL 33770, USA"
163868,Starling Estate Sales,Largo,FL,33774,,(727) 433-1552,,Bronze,Tampa / St. Petersburg,27.883014,-82.82732,/companies/FL/Largo/33774/163868,,5,1,"801 W Bay Dr, Largo, FL 33770, USA"
159488,Mary's Estate Sales,Palm Harbor,FL,34683,,(727) 686-1376,,Silver,Tampa / St. Petersburg,28.085862,-82.762398,/companies/FL/Palm-Harbor/34683/159488,https://picturescdn.estatesales.net/orglogos/159488/638448208721343247.jpg,5,1,"415 Washington St, Waukegan, IL 60085, USA"
35906,Vern's Antique Mall & Art Gallery,Lakeland,FL,33809,5354 Hwy. 98 North,(863) 859-7161,,Basic,Lakeland / Winter Haven,28.206535,-81.967938,,,5,1,"Florida Ave S #913, Lakeland, FL 33803, USA"
157388,Gallery 25,Melbourne,FL,32901,2500 S Harbor City Blvd,(321) 421-6374,http://thegallery25.co/,Basic,Melbourne,28.074742,-80.632606,,https://picturescdn.estatesales.net/orglogos/157388/638321957992763518.jpg,5,1,"2500 S Harbor City Blvd, Melbourne, FL 32901, USA"
132299,Steele Magnolia Estate Sales,Orlando,FL,32807,,(407) 408-7908,http://www.steelemagnoliaestatesales.com,Basic,Orlando,28.552797,-81.303914,,https://picturescdn.estatesales.net/orglogos/132299/636342819881712977.jpg,5,1,"4525 Kalmia Dr, Orlando, FL 32807, USA"
140816,Always Reliable Estate Sales And Liqudation Services LLC,Homosassa,FL,34446,29 Pine dr ,(954) 589-4906,http://www.alwaysreliableestatesales.com,Basic,Homosassa Springs / Inverness / Crystal River,28.74943,-82.513978,,https://picturescdn.estatesales.net/orglogos/140816/637055711670647593.jpg,5,1,"11060 S Pleasant Grove Rd, Inverness, FL 34452, USA"
79427,Citrus Estate Sales,Inverness,FL,34452,,(727) 484-4715,https://www.citrusestatesales.com,Silver,Homosassa Springs / Inverness / Crystal River,28.77649,-82.394286,/companies/FL/Inverness/34452/79427,https://picturescdn.estatesales.net/orglogos/79427/636954156372953022.jpg,5,1,"11060 S Pleasant Grove Rd, Inverness, FL 34452, USA"
148757,Moonflower Estate Sale Services,Wildwood,FL,34785,,(352) 857-5807,,Basic,The Villages,28.843342,-82.053307,,https://picturescdn.estatesales.net/orglogos/148757/637797919597617691.jpg,5,1,"Pinellas County, FL 33773, USA"
159746,K2 Liquidators,Port Orange,FL,32129,1222 Justice Street,(386) 295-2962,https://www.k2liquidators.com,Basic,Daytona Beach,29.137987,-81.018524,,https://picturescdn.estatesales.net/orglogos/159746/638455207115516875.jpg,5,1,"1222 Justice St, Port Orange, FL 32129, USA"
163958,The Auction House Sta,Elkton,FL,32033,"1105 county road 13a Elkton, FL",(727) 481-4052,https://www.auctionsta.com/,Basic,Palatka,29.789504,-81.448785,,https://picturescdn.estatesales.net/orglogos/163958/638639308372294295.jpg,5,1,"1105 Co Rd 13A, Elkton, FL 32033, USA"
148055,Big Bend Estate Sales,Apalachicola,FL,32320,,(352) 681-7956,http://www.bigbendestates.com,Basic,Panama City,29.726682,-85.088864,,https://picturescdn.estatesales.net/orglogos/148055/637715476106197043.jpg,5,1,"1624 Village Square Blvd, Tallahassee, FL 32309, USA"
68879,Rick Eberhart Auctions LLC,Orange Park,FL,32073,,(904) 505-6936,http://www.rickeberhart.com,Basic,Jacksonville,30.165382,-81.751534,,,5,1,"231 N Hogan St, Jacksonville, FL 32202, USA"
166412,Citrus Online Estate Sales,Ponte Vedra Beach,FL,32082,,(904) 686-4077,,Basic,Jacksonville,30.103629,-81.370165,,https://picturescdn.estatesales.net/orglogos/166412/638766113690523633.jpg,5,1,"11060 S Pleasant Grove Rd, Inverness, FL 34452, USA"
15866,"Porter Auctions, Inc.",Crestview,FL,32539,657 DeShazo Rd.,(850) 892-1360,http://www.porterauctionsinc.com,Basic,Fort Walton Beach,30.795111,-86.447027,,,5,1,"657 Deshazo Rd, Crestview, FL 32539, USA"
119603,Big Bend Estate Services,Tallahassee,FL,32301,101 North Monroe Street,(850) 971-5228,http://www.bigbendestateservices.com,Basic,Tallahassee,30.42613,-84.251652,,https://picturescdn.estatesales.net/orglogos/119603/636231062672529195.jpg,5,1,"1624 Village Square Blvd, Tallahassee, FL 32309, USA"
21344,"Kelley's Estate Liquidators, LLC",Crawfordville,FL,32327,40 Greenlea Drive,(850) 508-7352,http://kelleysestateliquidators.com,Basic,Tallahassee,30.173134,-84.311774,,https://picturescdn.estatesales.net/orglogos/21344/636396574328911206.jpg,5,1,"40 Greenlea Dr, Crawfordville, FL 32327, USA"
137336,Manasota Coin And Jewelry LLC,Bradenton,FL,34210,4012 Cortez road West suite 2105 ,(518) 879-4971,https://awreoservicesllc.wixsite.com/website,Basic,Sarasota / Bradenton,27.449218,-82.642741,,https://picturescdn.estatesales.net/orglogos/137336/636751690942046922.jpg,4.9,495,"7230 55th Ave E, Bradenton, FL 34203, USA"
158162,Accurate Gun Auctions,Clearwater,FL,33755,,(727) 210-3504,https://accurategunauctions.com/,Gold,Tampa / St. Petersburg,27.979046,-82.78302,/companies/FL/Clearwater/33755/158162,https://picturescdn.estatesales.net/orglogos/158162/638361799494293475.jpg,4.9,365,"601 N Myrtle Ave, Clearwater, FL 33755, USA"
168656,Accurate Gun Auctions,Port Richey,FL,34668,,(727) 505-8916,,Basic,Tampa / St. Petersburg,28.30475,-82.705003,,,4.9,365,"601 N Myrtle Ave, Clearwater, FL 33755, USA"
21059,Zan Estate Buyers Unlimeted,Boca Raton,FL,33433,1001 clint moor rd,(561) 542-4445,,Basic,Miami / Fort Lauderdale / West Palm Beach,26.348213,-80.158518,,,4.9,266,"9045 La Fontana Blvd #112, Boca Raton, FL 33434, USA"
123797,Hill Auction Gallery,Fort Lauderdale,FL,33351,,(305) 216-1561,,Gold,Miami / Fort Lauderdale / West Palm Beach,26.186882,-80.274688,/companies/FL/Fort-Lauderdale/33351/123797,https://picturescdn.estatesales.net/orglogos/123797/637425328681619230.jpg,4.9,187,"7824 NW 44th St, Sunrise, FL 33351, USA"
161222,Art Antique Auction Gallery,Hialeah,FL,33018,,(786) 725-1400,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.917628,-80.396594,,,4.9,187,"7824 NW 44th St, Sunrise, FL 33351, USA"
146804,Caring Transitions Of Winter Park,Orlando,FL,32809,,(321) 234-7554,http://www.caringtransitionswinterpark.com,Basic,Orlando,28.462617,-81.390323,,https://picturescdn.estatesales.net/orglogos/146804/638476736294156260.jpg,4.9,120,"185 Drennen Rd #333, Orlando, FL 32806, USA"
28586,Estate Sale Liquidators,Orlando,FL,32802,PO Box 4429,(407) 951-4636,http://ESLCFL.COM,Gold,Sarasota / Bradenton,28.5383,-81.3794,/companies/FL/Orlando/32802/28586,,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
147398,Sourcing Treasures Estate Sale,Orlando,FL,32878,,(213) 373-5107,,Basic,Orlando,28.5382,-81.3795,,,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
153899,Scrub Oak Estate Sales,Orlando,FL,32804,1613 Bryn Mawr,(503) 341-2351,,Basic,Orlando,28.580513,-81.39597,,https://picturescdn.estatesales.net/orglogos/153899/638094024406855081.jpg,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
143990,Good Find Estate Sales,Longwood,FL,32779,,,https://www.facebook.com/GoodFindEstateSales,Bronze,Orlando,28.734732,-81.412573,/companies/FL/Longwood/32779/143990,https://picturescdn.estatesales.net/orglogos/143990/637508120648027324.jpg,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
21596,"John C. Locks Antiques Estate Sale Liquidators, LLC",Orlando,FL,32804,Winter Park/Orlando,(407) 590-8471,http://www.johnclocks.com,Gold,Orlando,28.580513,-81.39597,/companies/FL/Orlando/32804/21596,https://picturescdn.estatesales.net/orglogos/21596/636872366535745672.jpg,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
20639,The Estate Sale Company LLC,Longwood,FL,32779,214 Fairway Dr.,(407) 790-9215,,Basic,Orlando,28.734732,-81.412573,,,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
28823,All Florida Estate Sales,Apopka,FL,32704,PO  Box 364,(772) 971-4816,http://www.allfloridaestatesales.com,Basic,Orlando,28.6804,-81.5099,,,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
33851,Estate Sales In Orlando,Debary,FL,32713,2 Canter Club Court,(407) 416-1029,,Basic,Orlando,28.87926,-81.319747,,,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
26426,House Of Estate Sales & Liquidation Inc.,Sanford,FL,32771,739 N.17-19 Orange ave.,(407) 590-7001,http://americanestatesalesinc.com,Basic,Orlando,28.832284,-81.299453,,,4.9,116,"218 Live Oaks Blvd, Casselberry, FL 32707, USA"
166184,Jax Budget Movers,Fleming Island,FL,32003,,(904) 509-3654,,Basic,Jacksonville,30.096584,-81.718908,,https://picturescdn.estatesales.net/orglogos/166184/638745359241865389.jpg,4.9,94,"1748 Eagle Watch Dr, Fleming Island, FL 32003, USA"
159266,Blue Sky Trading Company,Lillian,AL,36549,33860 US-98,(251) 961-1150,http://www.blueskytradingcoal.com,Basic,Pensacola,30.416925,-87.4495,,https://picturescdn.estatesales.net/orglogos/159266/638550932993711519.jpg,4.9,88,"33860 US-98, Lillian, AL 36549, USA"
13946,Southern Auction Service,Panama City,FL,32404,3241 15th Street,(888) 786-0950,http://southernauction.vpweb.com,Basic,Panama City,30.190935,-85.502232,,,4.9,81,"3990 County Road, 3990 Co Rd 61 #61, Roanoke, AL 36274, USA"
34949,Finders Keepers,Saint Augustine,FL,32080,7 Brigantine Court,(904) 342-0505,,Basic,Palm Coast,29.783594,-81.260042,,,4.9,62,"1228 Hypoluxo Rd, Manalapan, FL 33462, USA"
123188,One White Orchid,Miami,FL,33134,1825 Ponce de Leon Blvd #427,(305) 851-5626,https://www.OneWhiteOrchid.com,Gold,Miami / Fort Lauderdale / West Palm Beach,25.752956,-80.271061,/companies/FL/Miami/33134/123188,https://picturescdn.estatesales.net/orglogos/123188/636377295897180768.jpg,4.9,61,"19200 SW 177th Ave Building 2, Miami, FL 33179, USA"
167456,Got 2 Have It! Antiques & Collectibles,Vero Beach,FL,32960,,(305) 588-3443,,Basic,Sebastian / Vero Beach,27.641443,-80.402203,,,4.9,61,"1745 Old Dixie Hwy, Vero Beach, FL 32960, USA"
11159,Upscale Furniture and Accessories Estate Sale,Miami,FL,33176,8845 SW 132 Street,(305) 491-5651,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.657725,-80.358996,,,4.9,55,"1640 SW 83rd Ave, Miami, FL 33155, USA"
14801,South Florida Estate Sales,Miami,FL,33179,18502 NE 5th Ave,(954) 701-6911,http://www.southfloridaestatesales.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.957634,-80.179325,,,4.9,55,"1640 SW 83rd Ave, Miami, FL 33155, USA"
165674,Down to Business Estate Sales,Miami,FL,33175,,(786) 649-7530,,Basic,Miami / Fort Lauderdale / West Palm Beach,25.735166,-80.407478,,https://picturescdn.estatesales.net/orglogos/165674/638697159887286701.jpg,4.9,55,"1640 SW 83rd Ave, Miami, FL 33155, USA"
6398,A Definitely Fantastic Estate Sale,Miami,FL,33133,,(305) 588-2904,http://www.definitelyfantastic.com,Basic,Miami / Fort Lauderdale / West Palm Beach,25.726688,-80.235886,,,4.9,55,"1640 SW 83rd Ave, Miami, FL 33155, USA"
155843,Soflo Estate Sale Liquidation Company,Miami,FL,33155,,(786) 472-2848,https://www.sofloestatesalesllc.com/,Silver,Miami / Fort Lauderdale / West Palm Beach,25.736516,-80.310886,/companies/FL/Miami/33155/155843,https://picturescdn.estatesales.net/orglogos/155843/638222051869359043.jpg,4.9,55,"1640 SW 83rd Ave, Miami, FL 33155, USA"
141311,B And S Estate Sales,Fort Myers,FL,33907,,(281) 352-2380,,Basic,Fort Myers / Cape Coral,26.559056,-81.873038,,,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
119738,Cape Coral Estate Sales & Services,Cape Coral,FL,33909,,(239) 574-5417,,Basic,Fort Myers / Cape Coral,26.696063,-81.938076,,,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
17159,Teresa's Antiques & Estate Sales,Fort Myers,FL,33908,16257 S. Tamiami Trail,(239) 728-2626,http://teresasantiques.com,Basic,Fort Myers / Cape Coral,26.487279,-81.923678,,,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
135809,Sunshine Estate Sales,Cape Coral,FL,33914,,(239) 233-6022,,Basic,Fort Myers / Cape Coral,26.567517,-82.018611,,https://picturescdn.estatesales.net/orglogos/135809/636642616853817035.jpg,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
141923,Estate Sales to Garage Sales,Fort Myers,FL,33908,,(239) 292-1300,,Basic,Fort Myers / Cape Coral,26.487279,-81.923678,,,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
167666,Lala Estate Sales,North Fort Myers,FL,33903,,(603) 801-5380,,Basic,Fort Myers / Cape Coral,26.698105,-81.937054,,,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
12461,Estate Sales of Southwest Florida Inc.,Punta Gorda,FL,33950,,(941) 979-2529,http://www.estatesalesofswfl.com,Basic,Punta Gorda,26.912444,-82.03396,,https://picturescdn.estatesales.net/orglogos/12461/636686575641019660.jpg,4.9,39,"106 SW 17th Pl, Cape Coral, FL 33991, USA"
